,text,label
1361,VIZIO Introduces 2023 M-Series Sound Bar Lineup with Award-Winning M-Series Elevate and Immersive Audio Across Models  https://t.co/f3hwUeUwhY  https://t.co/ggl9oIkmcn,2
615,$GD: General Dynamics awarded $273 mln US Navy contract  https://t.co/DqtjgZBw1T,2
129,"$DXCM - Bernstein initiates DexCom with an outperform rating, citing long growth runway  https://t.co/aSt8VkluX7",0
2396,Emirates slams Heathrow move to limit flights as ‘airmageddon’  https://t.co/yPOuEnMl3Z,2
13319,"The US House passed legislation that would alert the public for any active shooter situations, similar to the Amber Alert system that happens whenever a child is abducted  https://t.co/EmDWRZmu8W  https://t.co/HMNnuPOIJI",16
62,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN3,0
10678,U.S. STATE DEPARTMENT APPROVES POTENTIAL SALE OF C-17 AIRCRAFT SUSTAINMENT AND RELATED EQUIPMENT TO UAE FOR AN ESTIMATED COST OF $980.4 MILLION -PENTAGON,14
1184,Bionic Clothing Innovator CIONIC Announces Collaboration with Yves Behar’s fuseproject  https://t.co/RLXY8ZATiQ  https://t.co/5W7lxs9Rv9,2
15678,$GLDM $PPLT - The Best 2 Precious Metals ETFs For H2 2022 And Beyond.  https://t.co/RLk9xd0whz #trading #investing #markets,18
12552,Centauri Therapeutics Strengthens Senior Leadership Team With Three Key Appointments  https://t.co/wMwxFN5hIK  https://t.co/jNsjTpVXG7,17
14918,$SPY - the MAs are playing ping pong  https://t.co/mKLhWDxRUa,18
2878,$QTNT - Quotient teams up with InfYnity Biomarkers to advance infectious disease testing  https://t.co/vkUV8eceV9,2
364,Snapchat is finally coming to the web after more than a decade as a mobile app  https://t.co/8a2vA6cePT,2
1065,Optii Solutions positioned as the clear solution for labor regulation management in housekeeping  https://t.co/hoh9CR4tV4  https://t.co/9ac8WffPAD,2
11236,UK inflation hits a new 40-year high of 9.4%. How will it impact your savings and mortgage?  https://t.co/fiphbyjVqo,14
3244,"$BA $EADSF - Boeing Orders Remain Grounded On Day 3 Of FIA 2022, Airbus Wins.  https://t.co/XLJceAcwzh #business #markets #trading",2
1607,Nautilus Provides Update on the Continued Growth of its Digital Fitness Platform JRNY®  https://t.co/CxxTruICYC  https://t.co/bnglGx41Ms,2
5191,$BK - The Bank of New York Mellon Corporation 2022 Q2 - Results - Earnings Call Presentation.  https://t.co/TbdOLeoU1c #investing #stocks #stockmarket,5
211,"Amazon's ginormous retail business is being priced at 'virtually zero value,' making the stock 'attractive': Analyst  https://t.co/6P8hFpL855 by @BrianSozzi",0
919,Marathon Asset Management Ltd UK Regulatory Announcement: Form 8.3 - HomeServe plc  https://t.co/ZTaF93L1LQ  https://t.co/7ahUv0OQ09,2
3903,The U.S. Dollar At War.  https://t.co/jCqd8qS64n #finance #trading #economy,8
10174,The Worldwide Hygroscopic Building Material Industry is Projected to Reach $1.4 Billion by 2027 -  https://t.co/guyiBzPH8C  https://t.co/DfWPuK5hTH  https://t.co/kh0qUbbTSA,14
1432,"Emerson Joins RE100, Targeting 100% Renewable Electricity by 2030  https://t.co/mAqNBjmYT6  https://t.co/fCAemJPEuy",2
13804,$TSLA paused at 2 month descending trendline. Daily osc curling up nicely.  https://t.co/z1FKmpUzEs,18
16951,The UK is borrowing billions of pounds more than forecast as soaring inflation drives up the cost of servicing the national debt  https://t.co/zF3ftbfgb7,3
13151,The next televised Conservative leadership debate has been cancelled after frontrunners Rishi Sunak and Liz Truss said they would not participate  https://t.co/tK6QkCuxAu,16
15556,$GRIN - Grindrod Shipping Looks Fundamentally And Technically Oversold.  https://t.co/5xh1MSgfhF #investing #trading #stockmarket,18
5077,$NJDCY $NNDNF - Nidec Corporation 2022 Q1 - Results - Earnings Call Presentation.  https://t.co/CuS8Bj5Wak #stockmarket #economy #finance,5
3723,"WATCH: Celsius Network is the latest crypto lender to file for bankruptcy protection, admitting to a near-$1.2 billion hole in its balance sheet. And it’s stirred further controversy with plans to spend millions on new bitcoin mining gear  https://t.co/5QFw3J11hG",2
12576,Zelenskyy fires security chiefs over ‘treasonous’ officials  https://t.co/mVRtATkckp,17
13075,ITALIAN RULING LEAGUE PARTY SAYS NEW GOVT NEEDED WITH DRAGHI AT HEAD AND WITH NEW POLICIES -SENATOR,16
740,$VSTO: Vista Outdoor: Callaway Golf (ELY) initiates a long-term plan to integrate technology from Vista's Foresight...  https://t.co/t4cbdVz1sr,2
5427,"Oil prices extend slide, erasing much of the gain seen after Russia’s invasion of Ukraine  https://t.co/3PF3nLopIA",6
2705,"$UNH - UnitedHealth to offer some drugs, including insulin, for no cost share to eligible members  https://t.co/s3RKfu5Ct7",2
6359,CME's FedWatch Shows US Rate Futures Price More Than 80% Chance Of 100Bps Fed Hike In July,1
7255,Lockmaker Assa Abloy's quarterly results beat expectations  https://t.co/3AXP7yvwtj  https://t.co/PtOXPASluk,7
10458,Russia’s current account surplus hit a record as surging revenue from energy and commodity exports helped offset impact of international sanctions  https://t.co/pM2WAqkGQV,14
7551,Is monkeypox a pandemic threat?  https://t.co/vUNCe4syDw,9
14324,$TYDE took some. Love this bottom setup.,18
14044,$MAC $THO $CNTQ,18
11624,"NEW: China may allow homeowners to temporarily halt mortgage payments on stalled property projects without incurring penalties, sources say  https://t.co/aC4u29TGjt",14
16664,BYD slumps on chatter Buffett's Berkshire may have cut stake  https://t.co/Hf5xtUs5pT  https://t.co/MW5heIf5dG,19
11009,Canadian CPI NSA (M/M) Jun: 0.7% (est 0.9%; prev 1.4%)  - Canadian CPI (Y/Y) Jun: 8.1% (est 8.4%; prev 7.7%)  - Canadian Consumer Price Index (M/M) Jun: 152.9 (est 153.2; prev 151.9%),14
7921,Global shocks have forced Europe to turn back towards coal power. Heat waves drying out swathes of the continent show the danger of backsliding on climate goals  Read The Big Take ⬇️  https://t.co/RFGB72iwho,9
4515,Ventas Announces Second Quarter 2022 Earnings Release Date and Conference Call  https://t.co/pR3VaJ8W9U  https://t.co/fI66Q5n2z9,5
15458,$U - Unity: Sell This Stock And Don't Look Back.  https://t.co/oVabiSHpkD #stocks #economy #investing,18
9804,$ONEM (halted pre) Amazon $AMZN to Acquire One Medical (ONEM) for $18 Per Share   https://t.co/2hUejB4soA,13
16420,$BBWI (-11.0% pre) Bath &amp; Body Works slides after lowering guidance due to inflation pressures - SA   https://t.co/5ukrOrWteg,19
14504,$LGVN looks ready to go again...... Successful Backtest  https://t.co/U7YPJxJnvX,18
881,"Simulations Plus Celebrates 25-Year Anniversary with $25,000 Gift to Nonprofit International Organization for Childhood Cancer  https://t.co/Xic68a5zTp  https://t.co/AhXRagUygD",2
649,$AMRC: Ameresco announces the completion of its combined guaranteed utility savings project with the New Mexico...  https://t.co/qXjHNmtqWj,2
2965,BOEING AIMS TO IGNITE FARNBOROUGH AIRSHOW UNDER RECORD HEAT - RTRS,2
850,Nintendo Download: LIVE A LIVE Makes Its HD-2D Debut  https://t.co/fQraWfUdNl  https://t.co/cQqtNLJmLx,2
1446,Aspen Power Partners Expands Development Warehouse Facility with Lombard Odier Investment Managers (LOIM) Sustainable Private Credit Strategy  https://t.co/ihPbqQeAXn  https://t.co/BgBY1GE7bF,2
5620,#OOTT | Congo Expands Oil Auction Round After West’s Crude Production Push - FT   https://t.co/6QdleecktZ,6
7221,Asia's wealth revenue for UBS and Citi likely declined by double digits in the first half with clients pulling back on trade risks  https://t.co/UbwZuNK7sU,7
7780,"The crypto market has been ravaged by turmoil lately, but Bitcoin's late-week bounce may be signaling an ""all clear""   https://t.co/Te7owey1uU",9
8057,"UK railway workers will walk out for 24 hours on July 27 to protest a “paltry” pay offer, a major union says  https://t.co/o84RgPZv4R",9
11581,"A 15% voluntary reduction in gas demand should get Europe through next winter, even if Russian gas flows halt entirely and cost the euro-area economy about 0.4% of GDP, according to Bloomberg Economics  https://t.co/7aNJRRc2gW",14
9161,"In their response to Company's complaint, Elon Musk's attorneys are asking that the trial not be held until Feb. 13, 2023  https://t.co/mhkcx3CiIh",12
14066,$LI is now consolidating for three weeks in a tight flag after a 120% up move in seven weeks off the bottom.   Watch for a break above this descending trend line and through the top of the flag at 41.49.  https://t.co/j9t2GEDeUm,18
3372,Celsius files for bankruptcy. What happens next?  https://t.co/0z9OeE9zNg,2
5485,AZERBAIJAN OIL OUTPUT AT 16.5 MLN T IN JAN-JUNE - STATISTICS COMMITTEE,6
4713,New Jersey Resources Schedules Fiscal 2022 Third-quarter Earnings Call  https://t.co/7sJoiNXzL6  https://t.co/C7ln8yGWhh,5
1390,Incyte Announces U.S. FDA Approval of Opzelura™ (ruxolitinib) Cream for the Treatment of Vitiligo  https://t.co/sTaBUNiA6T  https://t.co/hHZ0L8bbML,2
6600,The ECB’s new tool to counter unwarranted jumps in euro-area borrowing costs may be tested sooner than expected as fresh political uncertainty engulfs Italy  https://t.co/MkCpz2Zrhf,1
3578,"Lufthansa plans to cut an additional 2,000 flights until the end of August, bringing its total cancellations to almost 6,000 as Europe’s travel disruptions continue to worsen  https://t.co/xFOAcbIQGP",2
14053,$SCANX: Large cap notable movers of interest  https://t.co/Z078dnRvAc,18
16061,$XELA new highs of day..... eyes on $AEI $VINO $JAGX symp plays (penny stocks),19
9895,"Bridgetown Holdings, the US-listed blank-check company backed by billionaires Peter Thiel and Richard Li, is considering a potential merger with Singapore-based digital telecom services provider  https://t.co/d37PSaqJCG, sources say  https://t.co/cyb88CyC0V",13
8851,US tourists drive rebound in foreign visitors to London’s top attractions  https://t.co/Y1KzAQrN63,9
984,"Aqua Pennsylvania Donates $365,000 to The Philadelphia Zoo’s Water is Life Exhibit  https://t.co/sirb8CzPPh  https://t.co/yr0Z0WFehO",2
4512,Paysign to Host Second Quarter 2022 Earnings Call  https://t.co/CNfUc3oq6C  https://t.co/MY0aWeScix,5
2312,GM and Pilot are launching a new service that will challenge one of Tesla's biggest advantages  https://t.co/JLcf8b69zR,2
10525,U.S. existing-home sales fall for the fifth straight month in June  https://t.co/cfWXoK6zrB,14
9906,ABB to spin off turbocharging business to shareholders  https://t.co/oGi3SWH1CF  https://t.co/lQNpkp2tZJ,13
1222,iQor Selects AmplifAI AI-Driven Performance Enablement Platform  https://t.co/9APbNPV0IV  https://t.co/9f4KQigU7K,2
6914,"$BVFL - BV Financial GAAP EPS of $0.37, revenue of $8.12M  https://t.co/F7JaesJuCa",7
2355,Klarna might be in for a surprise  https://t.co/92Jz2PrSw7,2
10071,"Beige Book says economy expanded at modest pace, monthly budget deficit down almost 50% yr/yr $SPY $QQQ $DIA $SPX $COMPQ $DJIA  https://t.co/LzEmmlQJhI #economy #stockmarket",14
12549,Prodigy Care Services Adds COO Paul Norkett and Chief Sales Officer Kevin Lanphier to C-Suite  https://t.co/pNXx0fzW9J  https://t.co/S9ehMs9hbQ,17
14481,$VLCN doubled my position sub $2 at support  https://t.co/GwayCpET4C,18
11477,"US inflation is set to accelerate, Twitter sues Elon Musk and era of high oil prices is far from over  Here's what's moving markets ⬇️  https://t.co/atU3DpVAen  https://t.co/SYhj5abJyf",14
2299,"GM just launched a discounting program primarily targeting buyers of the Lyriq electric SUV, Cadillac's first-ever EV  https://t.co/cX7cgs25gP",2
16761,"Sovereign bonds from Angola and Gabon are trading at distressed levels, raising the number of emerging-market nations at risk of default to a record  https://t.co/gVvd3Yrrmc",3
5067,$SKFRY $SKUFF - AB SKF (SKFRY) CEO Rickard Gustafson on Q2 2022 Results - Earnings Call Transcript.  https://t.co/C9Nec6MmEG #investing #stocks #markets,5
1776,Insight Cuts Ribbon on New Global Headquarters  https://t.co/EvpF8i9oMn  https://t.co/A7AuCDb0o3,2
6570,The government group estimates that a rise in Canada’s benchmark rate to 3.5% could result in a 5% decline in average home prices  https://t.co/h8yEVMt1LR,1
9289,"An Indian court agreed to send Future Retail into bankruptcy, allowing the creditors to find a new owner for the beleaguered retailer that once operated the largest chain of department stores across the country  https://t.co/fkSEv6juOU",12
6663,Yellen says U.S. aims to move ahead with global minimum corporate tax  https://t.co/UTAMP9oip5  https://t.co/gNBbzvhhsF,1
12661,Gap in crisis mode after CEO becomes latest exec to depart struggling retailer  https://t.co/VgvfJRkBf3 by @BrianSozzi  https://t.co/8BwrUGCjGK,17
14145,seeing names like $K $CL $PG $CPB in the high of day list.,18
13347,LIVE: Tuesday's hearing by the House committee investigating the January 6 riot will explore Trump's contacts with far-right groups  https://t.co/1IuLQDp1Cg  https://t.co/i297vDo80K,16
7696,"""The supertanker of Western capital is starting to turn away from China."" Investors point to one key reason why: Xi Jinping's own policies.  https://t.co/n2MsN0MB7A",9
10376,The EU is falling behind on its high-profile promises to deliver a substantial aid package to Ukraine at the same time the bloc is confronting the prospect of severe economic pain at home  https://t.co/tOF7C0UebV,14
3532,The boss of UK digital bank Monzo said he’s targeting growth rather than immediate profit during a turbulent time for the fintech industry  https://t.co/86qeKd3DDZ,2
695,#PriceSmart smarting from a familiar excess inventory situation that's pressuring margins $PSMT $COST $WMT $TGT $ROST $GPS  https://t.co/wCqgkD261n  #retail #earnings #supplychain #issues #inflation #inventory #consumer #spending #stockmarket,2
12413,Trevor Edwards to Join Funko Board of Directors  https://t.co/HN5RpUYFST  https://t.co/CNTCsy41qj,17
9863,"Genting Singapore, one of the city-state’s two casino operators, is attracting takeover interest as tourists start coming back to the Asian travel hub, sources said  https://t.co/aIscArKtby",13
8548,Today’s #EnforcementActions:  https://t.co/e0FZcVfB3V,9
16904,Austin's school district is considering a debt sale that would improve security at building entrances and provide affordable housing for teachers  https://t.co/4BhfzeH5fj via @citylab,3
14876,RECAP 7/19 +Pos Comments: $PXLW + Roth $VZLA + RayJay  RECAP 7/19 -Neg Comments: $CROX - OTR $DIS - CFRA $TFC - CFRA  Live Breaking trading news  https://t.co/yChRCoaR8v,18
14835,I'm correcting the $CL  I had the wrong equilibrium numbers posted.,18
2800,$DGX - Quest Diagnostics launches monkeypox virus test  https://t.co/WDgNB9Sih7,2
2840,$GEOS - Geospace Technologies inks $4M rental contract for ocean bottom nodes  https://t.co/zC0tj943Dl,2
15224,$QCOM - NUVIA Is Qualcomm's X-Factor.  https://t.co/g6vOR3B7JI #investing #markets #stockmarket,18
10918,"“If you look at the… forward-looking indicators, I think there's a real clear case for a slowdown in the inflation pressure,” @Mastercard U.S. Chief Economist Michelle Meyer says on the strength of the consumer. Full comments:  https://t.co/VfHBSHJqin",14
52,"UBS cuts S&amp;P 500 price target for 2022, says earnings estimates could go down even more  https://t.co/QUc93a9bkg",0
7443,"About 75% of calories for children's school lunches in the UK come from ultra-processed foods, increasing their risk of poor health and obesity  https://t.co/nHpUt5hVeY",9
6218,"Sharon Donnery, the first woman appointed as deputy governor at the Central Bank of Ireland, discusses the importance of diversity. She also talks about her career at the central bank  https://t.co/ZXRlbir1u9  https://t.co/Z5qZ236vSM",1
239,Bank of America Cuts S&amp;P 500 Price Target by 20% to a New Street-Low - SI   https://t.co/53K1jlNvOP,0
1788,ICR Co-Founder and CEO Tom Ryan Named to PRWeek’s U.S. Power List 2022  https://t.co/Ei3xD70wa2  https://t.co/266CoXFIhF,2
